,mp,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max,mp_max,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,team,total,home,index_opp,mp_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,team_opp,total_opp,home_opp,season,date,won
649,240.0,240.0,41.0,83.0,0.494,10.0,21.0,0.476,24.0,31.0,0.774,7.0,38.0,45.0,16.0,12.0,8.0,22.0,24.0,116.0,,0.6,0.554,0.253,0.373,16.7,80.9,50.6,39.0,11.0,12.1,18.5,100.0,106.2,100.7,,,12.0,20.0,1.0,4.0,6.0,1.0,12.0,15.0,1.0,5.0,19.0,20.0,9.0,5.0,4.0,6.0,4.0,37.0,11.0,1.0,1.0,0.5,0.75,14.5,86.3,45.6,35.0,5.6,15.2,100.0,34.2,200.0,109.0,SAC,116,1,0,240.0,240.0,42.0,90.0,0.467,8.0,24.0,0.333,18.0,26.0,0.692,9.0,35.0,44.0,26.0,12.0,5.0,18.0,26.0,110.0,,0.542,0.511,0.267,0.289,19.1,83.3,49.4,61.9,11.0,8.1,15.1,100.0,100.7,106.2,,,10.0,14.0,0.714,3.0,5.0,1.0,12.0,13.0,1.0,2.0,8.0,9.0,6.0,3.0,2.0,5.0,5.0,27.0,3.0,0.807,0.75,0.5,1.182,14.5,34.6,21.0,41.2,7.0,11.0,100.0,25.6,139.0,111.0,DEN,110,0,2016,2016-02-19,True
650,240.0,240.0,30.0,81.0,0.37,7.0,25.0,0.28,26.0,36.0,0.722,8.0,26.0,34.0,18.0,8.0,3.0,7.0,31.0,93.0,,0.48,0.414,0.309,0.444,15.7,76.5,40.0,60.0,8.6,6.7,6.7,100.0,99.7,118.9,,,7.0,19.0,1.0,2.0,6.0,1.0,9.0,10.0,1.0,3.0,9.0,11.0,6.0,2.0,2.0,2.0,6.0,25.0,0.0,1.0,1.0,0.6,1.6,15.9,44.5,21.7,100.0,6.0,78.5,100.0,34.0,200.0,127.0,BOS,93,0,1,240.0,240.0,37.0,68.0,0.544,10.0,23.0,0.435,27.0,44.0,0.614,8.0,43.0,51.0,22.0,4.0,8.0,15.0,26.0,111.0,,0.635,0.618,0.338,0.647,23.5,84.3,60.0,59.5,4.3,14.3,14.7,100.0,118.9,99.7,,,9.0,16.0,1.0,2.0,6.0,1.0,9.0,15.0,1.0,3.0,12.0,15.0,6.0,2.0,4.0,5.0,4.0,23.0,28.0,1.109,1.2,1.0,1.6,14.3,34.2,25.6,36.1,3.6,10.4,37.0,35.6,208.0,109.0,UTA,111,1,2016,2016-02-19,False
651,240.0,240.0,37.0,68.0,0.544,10.0,23.0,0.435,27.0,44.0,0.614,8.0,43.0,51.0,22.0,4.0,8.0,15.0,26.0,111.0,,0.635,0.618,0.338,0.647,23.5,84.3,60.0,59.5,4.3,14.3,14.7,100.0,118.9,99.7,,,9.0,16.0,1.0,2.0,6.0,1.0,9.0,15.0,1.0,3.0,12.0,15.0,6.0,2.0,4.0,5.0,4.0,23.0,28.0,1.109,1.2,1.0,1.6,14.3,34.2,25.6,36.1,3.6,10.4,37.0,35.6,208.0,109.0,UTA,111,1,0,240.0,240.0,30.0,81.0,0.37,7.0,25.0,0.28,26.0,36.0,0.722,8.0,26.0,34.0,18.0,8.0,3.0,7.0,31.0,93.0,,0.48,0.414,0.309,0.444,15.7,76.5,40.0,60.0,8.6,6.7,6.7,100.0,99.7,118.9,,,7.0,19.0,1.0,2.0,6.0,1.0,9.0,10.0,1.0,3.0,9.0,11.0,6.0,2.0,2.0,2.0,6.0,25.0,0.0,1.0,1.0,0.6,1.6,15.9,44.5,21.7,100.0,6.0,78.5,100.0,34.0,200.0,127.0,BOS,93,0,2016,2016-02-19,True
652,240.0,240.0,35.0,82.0,0.427,7.0,23.0,0.304,9.0,17.0,0.529,6.0,35.0,41.0,13.0,2.0,3.0,12.0,20.0,86.0,,0.481,0.47,0.28,0.207,13.3,81.4,46.6,37.1,2.2,5.4,11.8,100.0,93.9,107.0,,,9.0,18.0,1.0,2.0,5.0,1.0,3.0,6.0,1.0,2.0,13.0,13.0,5.0,2.0,1.0,3.0,3.0,21.0,12.0,0.815,1.0,0.833,2.0,6.7,47.3,23.1,31.0,3.1,6.1,28.6,36.3,156.0,113.0,DET,86,0,1,240.0,240.0,36.0,78.0,0.462,7.0,22.0,0.318,19.0,26.0,0.731,8.0,39.0,47.0,26.0,5.0,5.0,9.0,20.0,98.0,,0.548,0.506,0.282,0.333,18.6,86.7,53.4,72.2,5.5,8.5,9.1,100.0,107.0,93.9,,,8.0,17.0,0.7,3.0,7.0,0.75,4.0,6.0,1.0,4.0,8.0,9.0,8.0,1.0,2.0,2.0,4.0,22.0,29.0,1.136,0.8,0.571,0.857,45.6,87.1,44.5,44.0,3.2,6.3,50.0,39.8,250.0,101.0,WAS,98,1,2016,2016-02-19,False
653,240.0,240.0,36.0,78.0,0.462,7.0,22.0,0.318,19.0,26.0,0.731,8.0,39.0,47.0,26.0,5.0,5.0,9.0,20.0,98.0,,0.548,0.506,0.282,0.333,18.6,86.7,53.4,72.2,5.5,8.5,9.1,100.0,107.0,93.9,,,8.0,17.0,0.7,3.0,7.0,0.75,4.0,6.0,1.0,4.0,8.0,9.0,8.0,1.0,2.0,2.0,4.0,22.0,29.0,1.136,0.8,0.571,0.857,45.6,87.1,44.5,44.0,3.2,6.3,50.0,39.8,250.0,101.0,WAS,98,1,0,240.0,240.0,35.0,82.0,0.427,7.0,23.0,0.304,9.0,17.0,0.529,6.0,35.0,41.0,13.0,2.0,3.0,12.0,20.0,86.0,,0.481,0.47,0.28,0.207,13.3,81.4,46.6,37.1,2.2,5.4,11.8,100.0,93.9,107.0,,,9.0,18.0,1.0,2.0,5.0,1.0,3.0,6.0,1.0,2.0,13.0,13.0,5.0,2.0,1.0,3.0,3.0,21.0,12.0,0.815,1.0,0.833,2.0,6.7,47.3,23.1,31.0,3.1,6.1,28.6,36.3,156.0,113.0,DET,86,0,2016,2016-02-19,True
654,290.0,290.0,46.0,104.0,0.442,3.0,17.0,0.176,22.0,32.0,0.688,17.0,48.0,65.0,23.0,12.0,10.0,17.0,21.0,117.0,,0.495,0.457,0.163,0.308,30.4,82.8,57.0,50.0,10.3,15.4,12.6,100.0,100.5,93.7,,,11.0,21.0,0.75,2.0,6.0,0.4,6.0,8.0,0.857,5.0,10.0,13.0,6.0,5.0,3.0,5.0,6.0,28.0,18.0,0.75,0.75,0.625,0.571,23.6,26.3,16.9,22.1,6.6,7.0,42.9,27.5,132.0,100.0,MIL,117,0,1,290.0,290.0,44.0,106.0,0.415,9.0,41.0,0.22,12.0,18.0,0.667,10.0,39.0,49.0,31.0,11.0,8.0,16.0,27.0,109.0,,0.478,0.458,0.387,0.17,17.2,69.6,43.0,70.5,9.5,9.2,12.3,100.0,93.7,100.5,,,10.0,24.0,0.571,3.0,8.0,0.375,5.0,8.0,1.0,4.0,8.0,11.0,10.0,3.0,3.0,5.0,5.0,27.0,7.0,0.629,0.607,0.8,0.5,8.7,25.4,12.5,48.4,3.8,8.2,25.3,29.9,126.0,105.0,ATL,109,1,2016,2016-02-20,True
655,290.0,290.0,44.0,106.0,0.415,9.0,41.0,0.22,12.0,18.0,0.667,10.0,39.0,49.0,31.0,11.0,8.0,16.0,27.0,109.0,,0.478,0.458,0.387,0.17,17.2,69.6,43.0,70.5,9.5,9.2,12.3,100.0,93.7,100.5,,,10.0,24.0,0.571,3.0,8.0,0.375,5.0,8.0,1.0,4.0,8.0,11.0,10.0,3.0,3.0,5.0,5.0,27.0,7.0,0.629,0.607,0.8,0.5,8.7,25.4,12.5,48.4,3.8,8.2,25.3,29.9,126.0,105.0,ATL,109,1,0,290.0,290.0,46.0,104.0,0.442,3.0,17.0,0.176,22.0,32.0,0.688,17.0,48.0,65.0,23.0,12.0,10.0,17.0,21.0,117.0,,0.495,0.457,0.163,0.308,30.4,82.8,57.0,50.0,10.3,15.4,12.6,100.0,100.5,93.7,,,11.0,21.0,0.75,2.0,6.0,0.4,6.0,8.0,0.857,5.0,10.0,13.0,6.0,5.0,3.0,5.0,6.0,28.0,18.0,0.75,0.75,0.625,0.571,23.6,26.3,16.9,22.1,6.6,7.0,42.9,27.5,132.0,100.0,MIL,117,0,2016,2016-02-20,False
656,240.0,240.0,42.0,82.0,0.512,11.0,31.0,0.355,20.0,26.0,0.769,6.0,33.0,39.0,32.0,8.0,2.0,14.0,19.0,115.0,,0.615,0.579,0.378,0.317,15.0,68.8,44.3,76.2,8.1,3.4,13.0,100.0,116.3,113.2,,,11.0,22.0,0.75,4.0,9.0,0.75,10.0,12.0,1.0,2.0,9.0,11.0,10.0,3.0,1.0,3.0,4.0,32.0,16.0,0.922,0.938,0.556,0.8,13.8,23.9,15.9,41.6,4.1,5.9,100.0,30.8,176.0,124.0,GSW,115,0,1,240.0,240.0,42.0,94.0,0.447,13.0,36.0,0.361,15.0,18.0,0.833,15.0,34.0,49.0,24.0,9.0,2.0,14.0,24.0,112.0,,0.549,0.516,0.383,0.191,31.3,85.0,55.7,57.1,9.1,3.9,12.1,100.0,113.2,116.3,,,10.0,19.0,0.545,3.0,8.0,0.667,8.0,8.0,1.0,7.0,14.0,21.0,6.0,3.0,2.0,3.0,5.0,25.0,13.0,0.75,0.75,1.0,0.444,49.3,72.7,40.3,39.2,10.1,5.2,50.0,34.6,157.0,123.0,LAC,112,1,2016,2016-02-20,True
657,240.0,240.0,42.0,94.0,0.447,13.0,36.0,0.361,15.0,18.0,0.833,15.0,34.0,49.0,24.0,9.0,2.0,14.0,24.0,112.0,,0.549,0.516,0.383,0.191,31.3,85.0,55.7,57.1,9.1,3.9,12.1,100.0,113.2,116.3,,,10.0,19.0,0.545,3.0,8.0,0.667,8.0,8.0,1.0,7.0,14.0,21.0,6.0,3.0,2.0,3.0,5.0,25.0,13.0,0.75,0.75,1.0,0.444,49.3,72.7,40.3,39.2,10.1,5.2,50.0,34.6,157.0,123.0,LAC,112,1,0,240.0,240.0,42.0,82.0,0.512,11.0,31.0,0.355,20.0,26.0,0.769,6.0,33.0,39.0,32.0,8.0,2.0,14.0,19.0,115.0,,0.615,0.579,0.378,0.317,15.0,68.8,44.3,76.2,8.1,3.4,13.0,100.0,116.3,113.2,,,11.0,22.0,0.75,4.0,9.0,0.75,10.0,12.0,1.0,2.0,9.0,11.0,10.0,3.0,1.0,3.0,4.0,32.0,16.0,0.922,0.938,0.556,0.8,13.8,23.9,15.9,41.6,4.1,5.9,100.0,30.8,176.0,124.0,GSW,115,0,2016,2016-02-20,False
658,240.0,240.0,40.0,99.0,0.404,3.0,22.0,0.136,11.0,21.0,0.524,12.0,33.0,45.0,13.0,5.0,4.0,6.0,23.0,94.0,,0.434,0.419,0.222,0.212,20.0,63.5,40.2,32.5,5.1,4.8,5.3,100.0,96.0,116.4,,,8.0,20.0,0.667,2.0,8.0,0.25,2.0,5.0,1.0,6.0,7.0,13.0,4.0,2.0,1.0,2.0,5.0,19.0,1.0,0.727,0.667,0.4,0.417,15.6,40.4,18.8,17.6,4.8,12.7,11.3,32.7,147.0,125.0,WAS,94,0,1,240.0,240.0,47.0,96.0,0.49,2.0,13.0,0.154,18.0,28.0,0.643,19.0,48.0,67.0,23.0,2.0,9.0,7.0,20.0,114.0,,0.526,0.5,0.135,0.292,36.5,80.0,59.8,48.9,2.0,11.7,6.1,100.0,116.4,96.0,,,11.0,20.0,0.733,1.0,3.0,0.333,6.0,7.0,1.0,8.0,15.0,23.0,8.0,1.0,3.0,3.0,4.0,27.0,19.0,0.691,0.733,0.375,0.5,25.2,41.0,33.6,39.4,22.8,7.5,25.3,32.1,154.0,101.0,MIA,114,1,2016,2016-02-20,False
659,240.0,240.0,47.0,96.0,0.49,2.0,13.0,0.154,18.0,28.0,0.643,19.0,48.0,67.0,23.0,2.0,9.0,7.0,20.0,114.0,,0.526,0.5,0.135,0.292,36.5,80.0,59.8,48.9,2.0,11.7,6.1,100.0,116.4,96.0,,,11.0,20.0,0.733,1.0,3.0,0.333,6.0,7.0,1.0,8.0,15.0,23.0,8.0,1.0,3.0,3.0,4.0,27.0,19.0,0.691,0.733,0.375,0.5,25.2,41.0,33.6,39.4,22.8,7.5,25.3,32.1,154.0,101.0,MIA,114,1,0,240.0,240.0,40.0,99.0,0.404,3.0,22.0,0.136,11.0,21.0,0.524,12.0,33.0,45.0,13.0,5.0,4.0,6.0,23.0,94.0,,0.434,0.419,0.222,0.212,20.0,63.5,40.2,32.5,5.1,4.8,5.3,100.0,96.0,116.4,,,8.0,20.0,0.667,2.0,8.0,0.25,2.0,5.0,1.0,6.0,7.0,13.0,4.0,2.0,1.0,2.0,5.0,19.0,1.0,0.727,0.667,0.4,0.417,15.6,40.4,18.8,17.6,4.8,12.7,11.3,32.7,147.0,125.0,WAS,94,0,2016,2016-02-20,True
660,240.0,240.0,42.0,83.0,0.506,5.0,17.0,0.294,14.0,16.0,0.875,11.0,40.0,51.0,17.0,4.0,7.0,16.0,19.0,103.0,,0.572,0.536,0.205,0.193,31.4,85.1,62.2,40.5,4.3,9.7,15.1,100.0,111.4,102.7,,,12.0,23.0,0.786,3.0,5.0,0.6,6.0,7.0,1.0,8.0,9.0,16.0,4.0,1.0,3.0,5.0,5.0,30.0,15.0,0.825,0.786,0.5,1.5,30.4,22.7,26.0,31.4,5.6,21.6,50.0,31.0,132.0,110.0,NYK,103,0,1,240.0,240.0,36.0,84.0,0.429,5.0,12.0,0.417,18.0,25.0,0.72,7.0,24.0,31.0,24.0,9.0,6.0,7.0,11.0,95.0,,0.5,0.458,0.143,0.298,14.9,68.6,37.8,66.7,9.7,9.1,6.9,100.0,102.7,111.4,,,10.0,23.0,0.727,2.0,5.0,1.0,6.0,8.0,1.0,3.0,5.0,8.0,16.0,3.0,3.0,1.0,2.0,24.0,5.0,0.842,0.818,0.5,1.0,8.3,22.0,14.1,65.5,4.4,5.3,100.0,31.9,141.0,121.0,MIN,95,1,2016,2016-02-20,True
661,240.0,240.0,36.0,84.0,0.429,5.0,12.0,0.417,18.0,25.0,0.72,7.0,24.0,31.0,24.0,9.0,6.0,7.0,11.0,95.0,,0.5,0.458,0.143,0.298,14.9,68.6,37.8,66.7,9.7,9.1,6.9,100.0,102.7,111.4,,,10.0,23.0,0.727,2.0,5.0,1.0,6.0,8.0,1.0,3.0,5.0,8.0,16.0,3.0,3.0,1.0,2.0,24.0,5.0,0.842,0.818,0.5,1.0,8.3,22.0,14.1,65.5,4.4,5.3,100.0,31.9,141.0,121.0,MIN,95,1,0,240.0,240.0,42.0,83.0,0.506,5.0,17.0,0.294,14.0,16.0,0.875,11.0,40.0,51.0,17.0,4.0,7.0,16.0,19.0,103.0,,0.572,0.536,0.205,0.193,31.4,85.1,62.2,40.5,4.3,9.7,15.1,100.0,111.4,102.7,,,12.0,23.0,0.786,3.0,5.0,0.6,6.0,7.0,1.0,8.0,9.0,16.0,4.0,1.0,3.0,5.0,5.0,30.0,15.0,0.825,0.786,0.5,1.5,30.4,22.7,26.0,31.4,5.6,21.6,50.0,31.0,132.0,110.0,NYK,103,0,2016,2016-02-20,False
662,240.0,240.0,40.0,79.0,0.506,10.0,27.0,0.37,14.0,15.0,0.933,6.0,35.0,41.0,23.0,7.0,1.0,15.0,21.0,104.0,,0.607,0.57,0.342,0.19,15.4,79.5,49.4,57.5,7.4,1.7,14.9,100.0,110.6,102.1,,,11.0,18.0,0.692,4.0,10.0,1.0,5.0,6.0,1.0,3.0,9.0,12.0,8.0,2.0,1.0,4.0,4.0,28.0,13.0,0.742,0.722,0.8,0.6,12.0,31.9,22.6,35.9,3.3,2.7,26.1,29.7,141.0,110.0,CHO,104,0,1,240.0,240.0,35.0,81.0,0.432,5.0,22.0,0.227,21.0,24.0,0.875,9.0,33.0,42.0,23.0,8.0,4.0,14.0,15.0,96.0,,0.524,0.463,0.272,0.296,20.5,84.6,50.6,65.7,8.5,7.7,13.3,100.0,102.1,110.6,,,7.0,12.0,1.0,1.0,5.0,1.0,8.0,9.0,1.0,4.0,7.0,10.0,6.0,3.0,2.0,6.0,3.0,17.0,9.0,1.0,1.0,0.556,1.5,18.6,72.5,34.1,36.8,4.1,15.8,35.5,34.8,204.0,118.0,BRK,96,1,2016,2016-02-21,True
663,240.0,240.0,35.0,81.0,0.432,5.0,22.0,0.227,21.0,24.0,0.875,9.0,33.0,42.0,23.0,8.0,4.0,14.0,15.0,96.0,,0.524,0.463,0.272,0.296,20.5,84.6,50.6,65.7,8.5,7.7,13.3,100.0,102.1,110.6,,,7.0,12.0,1.0,1.0,5.0,1.0,8.0,9.0,1.0,4.0,7.0,10.0,6.0,3.0,2.0,6.0,3.0,17.0,9.0,1.0,1.0,0.556,1.5,18.6,72.5,34.1,36.8,4.1,15.8,35.5,34.8,204.0,118.0,BRK,96,1,0,240.0,240.0,40.0,79.0,0.506,10.0,27.0,0.37,14.0,15.0,0.933,6.0,35.0,41.0,23.0,7.0,1.0,15.0,21.0,104.0,,0.607,0.57,0.342,0.19,15.4,79.5,49.4,57.5,7.4,1.7,14.9,100.0,110.6,102.1,,,11.0,18.0,0.692,4.0,10.0,1.0,5.0,6.0,1.0,3.0,9.0,12.0,8.0,2.0,1.0,4.0,4.0,28.0,13.0,0.742,0.722,0.8,0.6,12.0,31.9,22.6,35.9,3.3,2.7,26.1,29.7,141.0,110.0,CHO,104,0,2016,2016-02-21,False
664,240.0,240.0,43.0,93.0,0.462,7.0,21.0,0.333,22.0,33.0,0.667,17.0,27.0,44.0,13.0,5.0,4.0,7.0,20.0,115.0,,0.535,0.5,0.226,0.355,36.2,77.1,53.7,30.2,5.5,6.7,6.1,100.0,125.9,137.9,,,10.0,20.0,0.8,2.0,7.0,1.0,5.0,7.0,0.833,4.0,8.0,12.0,6.0,1.0,2.0,2.0,4.0,22.0,11.0,0.851,0.8,0.667,1.2,15.2,34.1,21.8,24.5,3.3,6.0,14.3,35.2,165.0,144.0,LAL,115,0,1,240.0,240.0,44.0,79.0,0.557,13.0,19.0,0.684,25.0,26.0,0.962,8.0,30.0,38.0,30.0,2.0,7.0,8.0,21.0,126.0,,0.697,0.639,0.241,0.329,22.9,63.8,46.3,68.2,2.2,9.7,8.1,100.0,137.9,125.9,,,10.0,15.0,0.714,4.0,4.0,1.0,8.0,8.0,1.0,3.0,7.0,8.0,9.0,1.0,5.0,2.0,5.0,24.0,19.0,0.936,0.857,0.5,1.167,33.2,28.2,16.2,61.0,3.1,8.9,25.4,32.5,232.0,133.0,CHI,126,1,2016,2016-02-21,False
665,240.0,240.0,44.0,79.0,0.557,13.0,19.0,0.684,25.0,26.0,0.962,8.0,30.0,38.0,30.0,2.0,7.0,8.0,21.0,126.0,,0.697,0.639,0.241,0.329,22.9,63.8,46.3,68.2,2.2,9.7,8.1,100.0,137.9,125.9,,,10.0,15.0,0.714,4.0,4.0,1.0,8.0,8.0,1.0,3.0,7.0,8.0,9.0,1.0,5.0,2.0,5.0,24.0,19.0,0.936,0.857,0.5,1.167,33.2,28.2,16.2,61.0,3.1,8.9,25.4,32.5,232.0,133.0,CHI,126,1,0,240.0,240.0,43.0,93.0,0.462,7.0,21.0,0.333,22.0,33.0,0.667,17.0,27.0,44.0,13.0,5.0,4.0,7.0,20.0,115.0,,0.535,0.5,0.226,0.355,36.2,77.1,53.7,30.2,5.5,6.7,6.1,100.0,125.9,137.9,,,10.0,20.0,0.8,2.0,7.0,1.0,5.0,7.0,0.833,4.0,8.0,12.0,6.0,1.0,2.0,2.0,4.0,22.0,11.0,0.851,0.8,0.667,1.2,15.2,34.1,21.8,24.5,3.3,6.0,14.3,35.2,165.0,144.0,LAL,115,0,2016,2016-02-21,True
666,240.0,240.0,37.0,77.0,0.481,12.0,28.0,0.429,17.0,27.0,0.63,8.0,27.0,35.0,19.0,8.0,4.0,15.0,31.0,103.0,,0.579,0.558,0.364,0.351,19.0,65.9,42.2,51.4,8.5,7.8,14.4,100.0,109.6,137.3,,,12.0,19.0,0.75,4.0,8.0,1.0,7.0,10.0,1.0,4.0,5.0,8.0,6.0,2.0,1.0,5.0,5.0,31.0,2.0,0.82,0.778,0.857,3.0,14.4,25.1,15.5,63.9,8.1,15.0,33.3,41.4,175.0,146.0,PHI,103,0,1,240.0,240.0,41.0,85.0,0.482,13.0,34.0,0.382,34.0,36.0,0.944,14.0,34.0,48.0,23.0,8.0,3.0,10.0,19.0,129.0,,0.64,0.559,0.4,0.424,34.1,81.0,57.8,56.1,8.5,6.1,9.0,100.0,137.3,109.6,,,8.0,14.0,1.0,5.0,9.0,1.0,7.0,7.0,1.0,4.0,7.0,10.0,8.0,3.0,1.0,2.0,3.0,21.0,27.0,1.5,1.5,1.0,4.0,32.4,36.4,30.1,41.1,5.3,6.8,26.6,33.5,300.0,118.0,DAL,129,1,2016,2016-02-21,False
667,240.0,240.0,41.0,85.0,0.482,13.0,34.0,0.382,34.0,36.0,0.944,14.0,34.0,48.0,23.0,8.0,3.0,10.0,19.0,129.0,,0.64,0.559,0.4,0.424,34.1,81.0,57.8,56.1,8.5,6.1,9.0,100.0,137.3,109.6,,,8.0,14.0,1.0,5.0,9.0,1.0,7.0,7.0,1.0,4.0,7.0,10.0,8.0,3.0,1.0,2.0,3.0,21.0,27.0,1.5,1.5,1.0,4.0,32.4,36.4,30.1,41.1,5.3,6.8,26.6,33.5,300.0,118.0,DAL,129,1,0,240.0,240.0,37.0,77.0,0.481,12.0,28.0,0.429,17.0,27.0,0.63,8.0,27.0,35.0,19.0,8.0,4.0,15.0,31.0,103.0,,0.579,0.558,0.364,0.351,19.0,65.9,42.2,51.4,8.5,7.8,14.4,100.0,109.6,137.3,,,12.0,19.0,0.75,4.0,8.0,1.0,7.0,10.0,1.0,4.0,5.0,8.0,6.0,2.0,1.0,5.0,5.0,31.0,2.0,0.82,0.778,0.857,3.0,14.4,25.1,15.5,63.9,8.1,15.0,33.3,41.4,175.0,146.0,PHI,103,0,2016,2016-02-21,True
668,240.0,240.0,47.0,97.0,0.485,10.0,32.0,0.313,17.0,20.0,0.85,15.0,33.0,48.0,32.0,11.0,2.0,17.0,25.0,121.0,,0.572,0.536,0.33,0.206,33.3,84.6,57.1,68.1,10.6,3.8,13.8,100.0,116.2,97.0,,,8.0,16.0,0.75,3.0,8.0,0.5,5.0,5.0,1.0,5.0,9.0,11.0,12.0,4.0,1.0,4.0,5.0,22.0,19.0,0.871,0.813,1.0,0.5,42.7,76.9,35.7,49.1,5.8,4.6,29.1,46.9,134.0,105.0,BOS,121,0,1,240.0,240.0,34.0,73.0,0.466,6.0,21.0,0.286,27.0,34.0,0.794,6.0,30.0,36.0,19.0,11.0,5.0,24.0,26.0,101.0,,0.574,0.507,0.288,0.466,15.4,66.7,42.9,55.9,10.6,7.7,21.4,100.0,97.0,116.2,,,10.0,15.0,1.0,2.0,5.0,0.5,7.0,10.0,1.0,3.0,10.0,13.0,4.0,3.0,2.0,4.0,4.0,23.0,-1.0,1.064,1.0,0.625,2.0,20.6,35.3,24.6,35.1,3.9,12.4,68.0,28.2,218.0,127.0,DEN,101,1,2016,2016-02-21,True
669,240.0,240.0,34.0,73.0,0.466,6.0,21.0,0.286,27.0,34.0,0.794,6.0,30.0,36.0,19.0,11.0,5.0,24.0,26.0,101.0,,0.574,0.507,0.288,0.466,15.4,66.7,42.9,55.9,10.6,7.7,21.4,100.0,97.0,116.2,,,10.0,15.0,1.0,2.0,5.0,0.5,7.0,10.0,1.0,3.0,10.0,13.0,4.0,3.0,2.0,4.0,4.0,23.0,-1.0,1.064,1.0,0.625,2.0,20.6,35.3,24.6,35.1,3.9,12.4,68.0,28.2,218.0,127.0,DEN,101,1,0,240.0,240.0,47.0,97.0,0.485,10.0,32.0,0.313,17.0,20.0,0.85,15.0,33.0,48.0,32.0,11.0,2.0,17.0,25.0,121.0,,0.572,0.536,0.33,0.206,33.3,84.6,57.1,68.1,10.6,3.8,13.8,100.0,116.2,97.0,,,8.0,16.0,0.75,3.0,8.0,0.5,5.0,5.0,1.0,5.0,9.0,11.0,12.0,4.0,1.0,4.0,5.0,22.0,19.0,0.871,0.813,1.0,0.5,42.7,76.9,35.7,49.1,5.8,4.6,29.1,46.9,134.0,105.0,BOS,121,0,2016,2016-02-21,False
670,240.0,240.0,41.0,86.0,0.477,4.0,20.0,0.2,25.0,29.0,0.862,11.0,40.0,51.0,23.0,5.0,2.0,15.0,20.0,111.0,,0.562,0.5,0.233,0.337,26.8,78.4,55.4,56.1,5.0,3.6,13.2,100.0,110.7,105.7,,,24.0,34.0,0.706,2.0,6.0,1.0,9.0,10.0,1.0,6.0,14.0,20.0,9.0,2.0,1.0,5.0,4.0,59.0,17.0,0.833,0.833,0.75,0.667,22.8,30.4,24.1,41.7,6.7,3.2,42.9,39.3,212.0,110.0,NOP,111,0,1,240.0,240.0,37.0,89.0,0.416,12.0,33.0,0.364,20.0,32.0,0.625,11.0,30.0,41.0,18.0,9.0,6.0,11.0,25.0,106.0,,0.514,0.483,0.371,0.36,21.6,73.2,44.6,48.6,9.0,9.1,9.6,100.0,105.7,110.7,,,11.0,20.0,0.692,4.0,8.0,1.0,8.0,10.0,1.0,7.0,7.0,14.0,5.0,4.0,3.0,3.0,4.0,34.0,2.0,0.723,0.692,1.0,1.333,18.6,37.6,20.7,41.9,6.2,6.2,30.0,33.0,148.0,118.0,DET,106,1,2016,2016-02-21,True
